ticker,cik
HUNGARIAN TELEPHONE & CABLE CORP,0000889949
IBERIABANK CORP,0000933141
GREAT PLAINS SOFTWARE INC,0000758540
CARLISLE COMPANIES,0000790051
MARLTON TECHNOLOGIES,0000096988
WESTERN ALLIANCE BANCORPORATION,0001212545
MONTEREY PASTA CO,0000913032
ALLIN COMMUNICATIONS CORP,0001020391
WILLIAMS CONTROLS INC,0000854860
NEWPOWER HOLDINGS INC,0001119307
HI SHEAR TECHNOLOGY CORP,0000918027
OPTICAL CABLE CORP,0001000230
U S LIQUIDS INC,0001041095
GENESEE CORP,0000040934
BELO CORP,0000356080
DOCENT INC,0001043134
MERIDIAN BIOSCIENCE INC,0000794172
CLEVELAND CLIFFS INC,0000764065
QUALITY DINING INC,0000917126
CARPENTER TECHNOLOGY CORP,0000017843
AMERICAN TECHNICAL CERAMICS CORP,0000766430
ESTERLINE TECHNOLOGIES CORP,0000033619
SAUER DANFOSS INC,0000865754
SEMELE GROUP INC,0000812914
KAMAN CORP,0000054381
COMMERCIAL FEDERAL CORP,0000744778
HAMMONS JOHN Q HOTELS INC,0000930796
TOWER AUTOMOTIVE INC,0000925548
GENSYM CORP,0001005387
TEXAS INDUSTRIES INC,0000097472
BEAR STEARNS COMPANIES INC,0001427298
STUDENT LOAN CORP,0000893955
EMCORE CORP,0000808326
COVISTA COMMUNICATIONS INC,0000034497
INDUSTRIAL DATA SYSTEMS CORP,0000933738
ALLIED RISER COMMUNICATIONS CORP,0001091535
EDELBROCK CORP,0000929037
ONCOSEC MEDICAL INC,0001444307
COMCAST CORP,0000022301
PINNACLE BANCSHARES INC,0001044082
INTERLEUKIN GENETICS INC,0001037649
MEDAMICUS INC,0000833140
LIBERTY LIVEWIRE CORP,0000061442
UNISOURCE ENERGY CORP,0000941138
DELTIC TIMBER CORP,0001022469
FIRST HORIZON PHARMACEUTICAL COR,0001106773
COPYTELE INC,0000715446
CITY HOLDING CO,0000726854
PLANET POLYMER TECHNOLOGIES INC,0000896861
COLLINS INDUSTRIES INC,0000021759
VCAMPUS CORP,0000943742
INTERMET CORP,0000745287
ARROW INTERNATIONAL INC,0000886046
SAFESCIENCE INC,0000946661
AVERT INC,0000920909
ACTIVE POWER INC,0001044435
CHEMED CORP,0000019584
COTELLIGENT INC,0001004963
WEBMETHODS INC,0001035096
LANDAMERICA FINANCIAL GROUP INC,0000877355
TEAM FINANCIAL INC,0001082484
LIQUID AUDIO INC,0001016613
MIKRON INSTRUMENT CO INC,0000787809
ANALYTICAL SURVEYS INC,0000753048
GERBER SCIENTIFIC INC,0000041133
PETSMART INC,0000863157
CONCEPTS DIRECT INC,0000891035
PROBUSINESS SERVICES INC,0001028751
JEFFERSONVILLE BANCORP,0000874495
MORTGAGE COM INC,0001081182
EMAGIN CORP,0001046995
SPACELABS MEDICAL INC,0000886142
VAXGEN INC,0001036968
PELICAN FINANCIAL INC,0001037652
VALLEY NATIONAL GASES INC,0001030715
CHROMAVISION MEDICAL SYSTEMS INC,0001038223
INTERNET COM CORP,0001083712
ESCALADE INC,0000033488
EXIDE CORP,0000813781
FLUSHING FINANCIAL CORP,0000923139
CUBIST PHARMACEUTICALS INC,0000912183
NUEVO ENERGY CO,0000861819
SPACEHAB INC,0001001907
CADIZ INC,0000727273
MICROSTRATEGY INC,0001050446
PRIVATEBANCORP INC,0000889936
IGEN INTERNATIONAL INC,0000916304
MAXIMUS INC,0001032220
BELCO OIL & GAS CORP,0000889005
GERON CORP,0000886744
GENERAL BEARING CORP,0001026221
PETROQUEST ENERGY INC,0000872248
NORTH BANCSHARES INC,0000912623
SPIGADORO INC,0001029443
AKAMAI TECHNOLOGIES INC,0001086222
ROTONICS MANUFACTURING INC,0000801873
LIFESTREAM TECHNOLOGIES INC,0001029738
DEVCON INTERNATIONAL CORP,0000028452
PRECISION CASTPARTS CORP,0000079958
R & B INC,0000868780
CORVEL CORP,0000874866
CRAY INC,0000949158
BIOMARIN PHARMACEUTICAL INC,0001048477
OSHKOSH B GOSH INC,0000075042
BLUE WAVE SYSTEMS INC,0000949587
DAXOR CORP,0000027367
RICHTON INTERNATIONAL CORP,0000083877
PW EAGLE INC,0000852426
NOVAVAX INC,0001000694
SANTA FE FINANCIAL CORP,0000086759
ISIS PHARMACEUTICALS INC,0000874015
BADGER PAPER MILLS INC,0000009096
PARADIGM GENETICS INC,0001057217
DAVOX CORP,0000811640
RUBIOS RESTAURANTS INC,0001082423
AKSYS LTD,0000902600
SATCON TECHNOLOGY CORP,0000889423
FUTURELINK CORP,0001061399
MURPHY OIL CORP,0000717423
RENTECH INC,0000868725
SAVVIS COMMUNICATIONS CORP,0001058444
JOHNSON OUTDOORS INC,0000788329
NORTHWEST PIPE CO,0001001385
LIFEWAY FOODS INC,0000814586
CHATTEM INC,0000019520
WET SEAL INC,0000863456
RADIOLOGIX INC,0001031329
DIANON SYSTEMS INC,0000779282
HOTEL RESERVATIONS NETWORK INC,0001098322
SYNPLICITY INC,0001027362
STAR TELECOMMUNICATIONS INC,0001026486
DRKOOP COM INC,0001073794
SILICONIX INC,0000090283
CALIFORNIA MICRO DEVICES CORP,0000800460
NOVEN PHARMACEUTICALS INC,0000815838
RADIOSHACK CORP,0000096289
PEGASUS SOLUTIONS INC,0001040261
CLARENT CORP,0001068292
NEWTEK CAPITAL INC,0001094019
VSOURCE,0001003226
CONNECTICUT WATER SERVICE INC,0000276209
BROWN & BROWN INC,0000079282
MADISON BANCSHARES GROUP LTD,0000846809
RADIO ONE INC,0001041657
APROPOS TECHNOLOGY INC,0001098803
ACME UNITED CORP,0000002098
MODIS PROFESSIONAL SERVICES INC,0000924646
FACTUAL DATA CORP,0001056673
INTERNET CAPITAL GROUP INC,0001085621
ULTRALIFE BATTERIES INC,0000875657
TRAILER BRIDGE INC,0001039184
CRAIG CORP,0000110985
WARWICK COMMUNITY BANCORP INC,0001046209
PROTON ENERGY SYSTEMS INC,0001114617
HOLLY CORP,0000048039
RADYNE COMSTREAM INC,0000718573
CAPITAL PROPERTIES INC,0000202947
AXCELIS TECHNOLOGIES INC,0001113232
NETWORK COMPUTING DEVICES INC,0000886138
MONARCH COMMUNITY BANCORP INC,0001169769
ATLANTIC BANCGROUP INC,0001087790
TRANSMATION INC,0000099302
CITRIX SYSTEMS INC,0000877890
NEW CENTURY FINANCIAL CORP,0001036075
CALIFORNIA AMPLIFIER INC,0000730255
GOLDEN TELECOM INC,0001089874
PANACO INC,0000882074
IRIDEX CORP,0001006045
J JILL GROUP INC,0000910721
MODEM MEDIA INC,0001024787
LINENS N THINGS INC,0001023052
LEGACY ACQUISITION CORP,0001698113
NEW HORIZONS WORLDWIDE INC,0000850414
DIAGNOSTIC PRODUCTS CORP,0000702259
PACIFIC CREST CAPITAL INC,0000912048
COHERENT INC,0000021510
AMBASSADORS INTERNATIONAL INC,0000946842
PRIMEENERGY CORP,0000056868
GENERAL COMMUNICATION INC,0000808461
LAYNE CHRISTENSEN CO,0000888504
SUMMIT FINANCIAL GROUP INC,0000811808
AMERICAN LOCKER GROUP,0000008855
CHEMICAL FINANCIAL CORP,0000019612
FOSTER L B CO,0000352825
3COM CORP,0000738076
HANDLEMAN CO,0000314727
WESTAMERICA BANCORPORATION,0000311094
COX RADIO INC,0001018522
LITHIA MOTORS INC,0001023128
NEW YORK COMMUNITY BANCORP INC,0000910073
SUNBURST HOSPITALITY CORP,0001018146
EXE TECHNOLOGIES INC,0001047262
FIRST BELL BANCORP INC,0000932697
FIRST SOUTH BANCORP INC,0001027183
ALLIANCE BANCORP INC,0001373079
COLLAGENEX PHARMACEUTICALS INC,0001012270
ALANCO TECHNOLOGIES INC,0000098618
SECOND BANCORP INC,0000803112
PRIDE INTERNATIONAL INC,0000833081
FLORIDA PUBLIC UTILITIES CO,0000037643
ZILA INC,0000827156
LODGENET ENTERTAINMENT CORP,0000911002
VODAVI TECHNOLOGY INC,0000949491
NEXTNAV INC,0001865631
COMPUCREDIT CORP,0001068199
THERMWOOD CORP,0000732240
POLYMEDICA CORP,0000878748
SENTO CORP,0000004317
JACKSONVILLE BANCORP INC,0001071264
TURNSTONE SYSTEMS INC,0001054131
MEDIS TECHNOLOGIES LTD,0001090507
MEDICORE INC,0000008643
CALLAWAY GOLF CO,0000837465
CACI INTERNATIONAL INC,0000016058
BOOKS A MILLION INC,0000891919
MINE SAFETY APPLIANCES CO,0000066570
BELDEN INC,0000913142
OFFICEMAX INC,0000929428
TETRA TECH INC,0000831641
PROVIDENT FINANCIAL HOLDINGS INC,0001010470
PRECISION AUTO CARE INC,0001038541
SUMMIT FINANCIAL CORP,0000856223
VITAL SIGNS INC,0000865846
UTILICORP UNITED INC,0000066960
EGAMES INC,0000948703
HYPERION SOLUTIONS CORP,0001001113
BIOPURE CORP,0000815508
INTERNATIONAL MULTIFOODS CORP,0000051410
E SPIRE COMMUNICATIONS INC,0000932140
3DFX INTERACTIVE INC,0001010026
ALPNET INC,0000712425
ARGONAUT TECHNOLOGIES INC,0001112880
CHESAPEAKE UTILITIES CORP,0000019745
SYLVAN INC,0000861291
KOMAG INC,0000813347
SHEFFIELD PHARMACEUTICALS INC,0000894158
AMTRAN INC,0000898904
ASPEN TECHNOLOGY INC,0000929940
CONTINUCARE CORP,0000803352
SIMPLE TECHNOLOGY INC,0001102741
PARAGON TECHNOLOGIES INC,0000090045
ARTISTDIRECT INC,0001095079
IMMUCELL CORP,0000811641
MEDIA ARTS GROUP INC,0000924645
ALLIANCE SEMICONDUCTOR CORP,0000913293
BLACKROCK INC,0001060021
GRUBB & ELLIS CO,0000216039
TRIDENT MICROSYSTEMS INC,0000859475
PSS WORLD MEDICAL INC,0000920527
CYTYC CORP,0000849778
VASCULAR SOLUTIONS INC,0001030206
INTERLOTT TECHNOLOGIES INC,0000873998
STEELCASE INC,0001050825
SUSSEX BANCORP,0001028954
PETROLEUM HELICOPTERS INC,0000350403
COLLEGELINK COM INC,0000095047
BERRY PETROLEUM CO,0000778438
TRANSMEDIA NETWORK INC,0000078536
ADVANCED MARKETING SERVICES INC,0000814580
INTEGRATED SILICON SOLUTION INC,0000854701
PENN VIRGINIA CORP,0000077159
WILLIS LEASE FINANCE CORP,0001018164
WEIRTON STEEL CORP,0000849979
FIDELITY HOLDINGS INC,0001009779
RUDOLPH TECHNOLOGIES INC,0001094392
STORAGENETWORKS INC,0001075658
RICKS CABARET INTERNATIONAL INC,0000935419
AUDIOVOX CORP,0000807707
INDUSTRIAL HOLDINGS INC,0000879884
RIMAGE CORP,0000892482
PENNSYLVANIA COMMERCE BANCORP IN,0001085706
K SWISS INC,0000862480
OAK HILL FINANCIAL INC,0000949953
CORIO INC,0001111001
ALAMO GROUP INC,0000897077
STERLING BANCSHARES INC,0001183121
ONYX ACCEPTANCE CORP,0001006614
ROANOKE ELECTRIC STEEL CORP,0000084278
NOVOSTE CORP,0001012131
GLOBAL CAPITAL PARTNERS INC,0000899627
LIGHTBRIDGE INC,0001017172
HEALTHTRONICS INC,0001018871
TRANSCEND SERVICES INC,0000858452
COACTIVE MARKETING GROUP INC,0000886475
DENDREON CORP,0001107332
WILLBROS GROUP INC,0000895450
MATHSOFT INC,0000895095
HERBALIFE INTERNATIONAL INC,0000791449
DATATRAK INTERNATIONAL INC,0000886530
CIRCUIT CITY STORES INC,0000104599
WATERLINK INC,0001037682
GROW BIZ INTERNATIONAL INC,0000908315
RENAL CARE GROUP INC,0000920052
APRIA HEALTHCARE GROUP INC,0000882289
CENTERSPAN COMMUNICATIONS CORP,0000932290
PROFILE TECHNOLOGIES INC,0001014653
QUIKSILVER INC,0000805305
UNIVERSAL AMERICAN FINANCIAL COR,0000709878
TIMKEN CO,0000098362
MERITAGE HOSPITALITY GROUP INC,0000808219
EUROTECH LTD,0001033030
XETA TECHNOLOGIES INC,0000742550
UNITED BANKSHARES INC,0000729986
ROUGE INDUSTRIES INC,0000918577
DOBSON COMMUNICATIONS CORP,0001035985
PHOTOGEN TECHNOLOGIES INC,0000761237
HESKA CORP,0001038133
ZENGINE INC,0001097119
MARKETWATCH COM INC,0001068969
ULTRATECH STEPPER INC,0000909791
QUICKSILVER RESOURCES INC,0001060990
CARBIDE GRAPHITE GROUP INC,0000888918
HELIX TECHNOLOGY CORP,0000046709
ECOMETRY CORP,0000935322
OREGON STEEL MILLS INC,0000830260
SYNTEL INC,0001040426
FIRST COMMUNITY BANCORP,0001102112
INFORMATION HOLDINGS INC,0001063744
MEDWAVE INC,0000876043
DOW JONES & CO INC,0000029924
ARGONAUT GROUP INC,0000800082
CONOLOG CORP,0000023503
ALPHANET SOLUTIONS INC,0001002132
TUMBLEWEED COMMUNICATIONS CORP,0001022509
EPRESENCE INC,0000888711
KOSAN BIOSCIENCES INC,0001110206
CELLSTAR CORP,0000913590
ANADIGICS INC,0000940332
PARADYNE NETWORKS INC,0000076174
GREG MANNING AUCTIONS INC,0000895516
ULTIMATE ELECTRONICS INC,0000911626
AAMES FINANCIAL CORP,0000879957
ULTICOM INC,0001103184
SYSCOMM INTERNATIONAL CORP,0001037417
MACATAWA BANK CORP,0001053584
STEMCELLS INC,0000883975
LIFECELL CORP,0000849448
NORSTAN INC,0000072418
PC CONNECTION INC,0001050377
PATTERSON DENTAL CO,0000891024
KRAUSES FURNITURE INC,0000701974
EGAIN COMMUNICATIONS CORP,0001066194
FOUNDRY NETWORKS INC,0001090071
GLOBAL SPORTS INC,0000828750
LYNCH CORP,0000061004
I2 TECHNOLOGIES INC,0001009304
RAINBOW TECHNOLOGIES INC,0000819706
PRIMEX TECHNOLOGIES INC,0001019265
AMCAST INDUSTRIAL CORP,0000027425
GENOME THERAPEUTICS CORP,0000356830
ELECTRIC & GAS TECHNOLOGY INC,0000785819
FIRST UNITED CORP,0000763907
YARDVILLE NATIONAL BANCORP,0000787849
ACXIOM CORP,0000733269
APPLEBEES INTERNATIONAL INC,0000853665
CATALYST INTERNATIONAL INC,0000915508
PRIVATE BUSINESS INC,0001069469
ROCK TENN CO,0000230498
MEDI JECT CORP,0001016169
FINANCIAL INSTITUTIONS INC,0000862831
ENTRUST TECHNOLOGIES INC,0001031283
APOGEE ENTERPRISES INC,0000006845
DIEDRICH COFFEE INC,0000947661
ARGUSS COMMUNICATIONS INC,0000879986
QUICKLOGIC CORP,0000882508
MERRY LAND PROPERTIES INC,0001069546
COST U LESS INC,0000851368
P F CHANGS CHINA BISTRO INC,0001039889
MARVEL ENTERPRISES INC,0000933730
DYNAMEX INC,0001015483
NATIONAL PROCESSING INC,0001016277
CERES GROUP INC,0000215403
SUPREME INDUSTRIES INC,0000350846
DRUGSTORE COM INC,0001086467
POZEN INC,0001059790
HUTCHINSON TECHNOLOGY INC,0000772897
TRANSACT TECHNOLOGIES INC,0001017303
CABLETRON SYSTEMS INC,0000846909
STEIN MART INC,0000884940
SYSTEMONE TECHNOLOGIES INC,0000934851
ARVINMERITOR INC,0001113256
BALANCED CARE CORP,0001024096
PANHANDLE ROYALTY CO,0000315131
ALLIANT TECHSYSTEMS INC,0000866121
DENBURY RESOURCES INC,0000945764
PEDIATRIX MEDICAL GROUP,0000893949
CAREERENGINE NETWORK INC,0000795255
CASH TECHNOLOGIES INC,0001022964
LAKES GAMING INC,0001071255
EPICOR SOFTWARE CORP,0000891178
SIGMATRON INTERNATIONAL INC,0000915358
CAPSTONE TURBINE CORP,0001009759
SNOWBALL COM INC,0001101547
AVON PRODUCTS INC,0000008868
FREEPORT MCMORAN COPPER & GOLD,0000831259
KEMET CORP,0000887730
ANDERSONS INC,0000821026
ISCO INC,0000773730
TOFUTTI BRANDS INC,0000730349
ATLANTIC TELE NETWORK INC,0000879585
SMITH A O CORP,0000091142
TEMECULA VALLEY BANCORP INC,0001172678
PIERRE FOODS INC,0000067494
OXIGENE INC,0000908259
NAUTICA ENTERPRISES INC,0000093736
PALM HARBOR HOMES INC,0000923473
VERSANT CORP,0000865917
OLD NATIONAL BANCORP,0000707179
GENIE ENERGY LTD,0001528356
ON ASSIGNMENT INC,0000890564
DIGITAL LIGHTWAVE INC,0001016100
SALON COM,0001084332
TESORO PETROLEUM CORP,0000050104
BARNWELL INDUSTRIES INC,0000010048
CHART HOUSE ENTERPRISES INC,0000820757
POTLATCH CORP,0000079716
DISC GRAPHICS INC,0000904541
MILLENNIUM CHEMICALS INC,0001018099
PALM INC,0001100389
MARKWEST HYDROCARBON INC,0001019756
CORILLIAN CORP,0001041403
WAVERIDER COMMUNICATIONS INC,0000844053
TELULAR CORP,0000915324
GOODYS FAMILY CLOTHING INC,0000879123
UNIVERSITY BANCORP INC,0000811211
I SECTOR CORP,0001020017
FIRST MARBLEHEAD CORP,0001262279
RUSSELL CORP,0000085812
ZIXIT CORP,0000855612
GADZOOKS INC,0000924140
AMERICAN ECOLOGY CORP,0000742126
MARCUS CORP,0000062234
YORK GROUP INC,0001007084
DUANE READE INC,0000895364
MPOWER COMMUNICATIONS CORP,0001047960
AVANT IMMUNOTHERAPEUTICS INC,0000744218
CAREMARK RX INC,0001000736
ACACIA RESEARCH CORP,0000934549
REPUBLIC FIRST BANCORP INC,0000834285
FAHNESTOCK VINER HOLDINGS INC,0000791963
STAR BUFFET INC,0001043156
BOB EVANS FARMS INC,0000033769
ADVANCED RADIO TELECOM CORP,0001010286
BRIDGFORD FOODS CORP,0000014177
FRIEDMAN INDUSTRIES INC,0000039092
ADSTAR COM INC,0001091599
AETRIUM INC,0000908598
NETWORK ENGINES INC,0001110903
APTARGROUP INC,0000896622
MAIL COM INC,0001081661
INSITUFORM EAST INC,0000355431
WEBEX COMMUNICATIONS INC,0001109935
MILLENNIUM CELL INC,0001114872
YOUNG BROADCASTING INC,0000929144
RUBY TUESDAY INC,0000068270
NEW YORK HEALTH CARE INC,0001018354
SCHERER HEALTHCARE INC,0000703598
MESSAGEMEDIA INC,0001017829
URBAN OUTFITTERS INC,0000912615
SONICWALL INC,0001093885
UTEK CORP,0001098482
BRINKER INTERNATIONAL INC,0000703351
BIO RAD LABORATORIES INC,0000012208
ST FRANCIS CAPITAL CORP,0000897941
DANA CORP,0000026780
TERREMARK WORLDWIDE INC,0000912890
EVANS & SUTHERLAND COMPUTER CORP,0000276283
ALEXION PHARMACEUTICALS INC,0000899866
VYYO INC,0001104730
WORLDQUEST NETWORKS INC,0001089932
NETWORK CONNECTION INC,0000932088
ARGOSY GAMING CO,0000895385
GOLD STANDARD INC,0000042136
CELLEGY PHARMACEUTICALS INC,0000887247
TRICO MARINE SERVICES INC,0000921549
FINDWHAT COM,0001094808
PREMIERWEST BANCORP,0001102287
SILVER RUN ACQUISITION CORP II,0001690769
ADAPTIVE BROADBAND CORP,0000016357
LIN MEDIA LLC,0001575571
MAYS J W INC,0000054187
FEDERAL MOGUL CORP,0000034879
HOME LOAN FINANCIAL CORP,0001050894
LOGIC DEVICES INC,0000802851
E PIPHANY INC,0001089613
FRANKLIN TELECOMMUNICATIONS CORP,0000722572
PRAECIS PHARMACEUTICALS INC,0001033025
BOWNE & CO INC,0000013610
MARSH SUPERMARKETS INC,0000062737
MOBILITY ELECTRONICS INC,0001075656
STEINWAY MUSICAL INSTRUMENTS INC,0000911583
BRUKER DALTONICS INC,0001109354
INSTEEL INDUSTRIES INC,0000764401
HUNTCO INC,0000905722
GLOBECOMM SYSTEMS INC,0001031028
ANALOGIC CORP,0000006284
BLUE RHINO CORP,0001034379
ARCTIC CAT INC,0000719866
NETLOJIX COMMUNICATIONS INC,0001005974
CONSULIER ENGINEERING INC,0000846718
PHARMACOPEIA INC,0001002388
INVESTORS TITLE CO,0000720858
HICKORY TECH CORP,0000766561
INET TECHNOLOGIES INC,0001065351
TARRANT APPAREL GROUP,0000944948
REDWOOD EMPIRE BANCORP,0000840007
DAKTRONICS INC,0000915779
ILEX ONCOLOGY INC,0001001915
GABELLI ASSET MANAGEMENT INC,0000807249
GOLDEN ENTERPRISES INC,0000042228
KASPER A S L LTD,0001037067
CITADEL HOLDING CORP,0000716634
MATRIA HEALTHCARE INC,0001007228
QUIXOTE CORP,0000032870
CURIS INC,0001108205
ELCOTEL INC,0000801448
TECHNICAL COMMUNICATIONS CORP,0000096699
MIDWAY GAMES INC,0001022080
EQUITEX INC,0000716101
TENGASCO INC,0001001614
PRINTWARE INC,0000801529
HYPERCOM CORP,0001045769
EYETECH PHARMACEUTICALS INC,0001115285
NOODLES & CO,0001275158
OCULAR SCIENCES INC,0000882484
NEOMAGIC CORP,0001030485
OBIE MEDIA CORP,0001025169
ASTEC INDUSTRIES INC,0000792987
CORUS BANKSHARES INC,0000051939
DATASTREAM SYSTEMS INC,0000938481
SOUTHERN PERU COPPER CORP,0001001838
TRANS WORLD ENTERTAINMENT CORP,0000795212
CONMED CORP,0000816956
MITEK SYSTEMS INC,0000807863
CRYOLIFE INC,0000784199
DELTA PETROLEUM CORP,0000821483
OROAMERICA INC,0000824435
AMERICAN TOWER CORP,0001053507
NEIMAN MARCUS GROUP INC,0000819539
BONE CARE INTERNATIONAL INC,0001009405
PRE PAID LEGAL SERVICES INC,0000311657
GARDNER DENVER INC,0000916459
99 CENTS ONLY STORES,0001011290
HUDSON RIVER BANCORP INC,0001057007
PANTRY INC,0000915862
OPTA FOOD INGREDIENTS INC,0000883326
MATRIXONE INC,0000786998
AMERALIA INC,0000811419
IGATE CAPITAL CORP,0001024732
QLOGIC CORP,0000918386
INTERFACE INC,0000715787
BALCHEM CORP,0000009326
COMMUNITY BANK SYSTEM INC,0000723188
PHOTRONICS INC,0000810136
SURGE COMPONENTS INC,0000747540
DELTA AIR LINES INC,0000027904
HANMI FINANCIAL CORP,0001109242
HUMANA INC,0000049071
MERIDIAN INSURANCE GROUP INC,0000809801
AMERICAN GREETINGS CORP,0000005133
ALLTRISTA CORP,0000895655
SANDISK CORP,0001000180
MEMRY CORP,0000720896
M WAVE INC,0000883842
MERIDIAN MEDICAL TECHNOLOGIES IN,0000095676
ON SITE SOURCING INC,0001012141
PATH 1 NETWORK TECHNOLOGIES INC,0001059404
PRECIS SMART CARD SYSTEMS INC,0001017440
COMPUTER HORIZONS CORP,0000023019
CYPRESS COMMUNICATIONS INC,0001043892
BIOFRONTERA INC,0001858685
ALARIS MEDICAL INC,0000817161
RATIONAL SOFTWARE CORP,0000722056
CLARION TECHNOLOGIES INC,0000835409
PARK BANCORP INC,0001013554
MAGNETEK INC,0000751085
AVINGER INC,0001506928
SIMULA INC,0000885080
CATHAY BANCORP INC,0000861842
LUBYS INC,0000016099
VIGNETTE CORP,0001042185
TRADESTATION GROUP INC,0001111559
MILLER EXPLORATION CO,0001048740
RAVISENT TECHNOLOGIES INC,0001052593
HARKEN ENERGY CORP,0000313478
LADISH CO INC,0000814250
CAVION TECHNOLOGIES INC,0001081938
HICKOK INC,0000047307
GOTTSCHALKS INC,0000790414
METROBANCORP,0000818999
VARIAGENICS INC,0001043082
RELM WIRELESS CORP,0000002186
ARCH COAL INC,0001037676
OWENS CORNING,0001370946
INTEGRATED DEVICE TECHNOLOGY,0000703361
KATY INDUSTRIES INC,0000054681
NEUROGEN CORP,0000849043
VESTCOM INTERNATIONAL INC,0001034941
VOXWARE INC,0000933454
ADVANCED POLYMER SYSTEMS INC,0000818033
HOMESTORE COM INC,0001085770
ENERGIZER HOLDINGS INC,0001096752
DELPHI FINANCIAL GROUP INC,0000859139
QAD INC,0001036188
WINN DIXIE STORES INC,0000107681
REDWOODS ACQUISITION CORP,0001907223
NOLAND CO,0000072243
UNITED RETAIL GROUP INC,0000881905
KOALA CORP,0000913285
UNIONBANCORP INC,0001019650
SERENA SOFTWARE INC,0001073967
SENSIENT TECHNOLOGIES CORP,0000310142
PHARMCHEM INC,0000876645
BETA OIL & GAS INC,0001059324
CENTRAL BANCORP INC,0001076394
CULP INC,0000723603
1847 GOEDEKER INC,0001810140
BUCKEYE TECHNOLOGIES INC,0000899597
CALIFORNIA WATER SERVICE GROUP,0001035201
ATMEL CORP,0000872448
DOCUMENT SCIENCES CORP,0001016831
DATASCOPE CORP,0000027096
AUTOIMMUNE INC,0000879106
BACK YARD BURGER,0000901495
BIRMINGHAM STEEL CORP,0000779334
MISSISSIPPI CHEMICAL CORP,0000066895
AVISTAR COMMUNICATIONS CORP,0001111632
YOCREAM INTERNATIONAL INC,0000821572
INTEGRAL SYSTEMS INC,0000718130
BIOCRYST PHARMACEUTICALS INC,0000882796
TRIZETTO GROUP INC,0001092458
STONE ENERGY CORP,0000904080
CEL SCI CORP,0000725363
LEVEL 8 SYSTEMS INC,0000945384
CHARLES & COLVARD LTD,0001015155
JOURNAL REGISTER CO,0001035815
GLOBIX CORP,0001003111
PHARMACEUTICAL RESOURCES INC,0000878088
WASHINGTON POST CO,0000104889
MANUFACTURERS SERVICES LTD,0000940298
PAXSON COMMUNICATIONS CORP,0000923877
GREATER COMMUNITY BANCORP,0000773845
MATEC CORP,0000085608
AVID TECHNOLOGY INC,0000896841
HORIZON OFFSHORE INC,0001051431
FLOUR CITY INTERNATIONAL INC,0001049049
TRI COUNTY BANCORP INC,0000908475
AMPCO PITTSBURGH CORP,0000006176
INTERNATIONAL ISOTOPES INC,0001038277
DIGITAS INC,0001100885
APPLIED DIGITAL SOLUTIONS INC,0000924642
BALDWIN PIANO & ORGAN CO,0000797315
EVOKE COMMUNICATIONS INC,0001046832
RITA MEDICAL SYSTEMS INC,0001056421
CHASE CORP,0000830524
PATRIOT NATIONAL BANCORP INC,0001098146
VESTA INSURANCE GROUP INC,0000911576
AMERICAN NATIONAL FINANCIAL INC,0001068843
GUESS INC,0000912463
MAIL WELL INC,0000920321
MEDICHEM LIFE SCIENCES,0001115512
SPIRE CORP,0000731657
VAIL BANKS INC,0001035770
PROLONG INTERNATIONAL CORP,0001016965
PINNACLE SYSTEMS INC,0000774695
VISTA MEDICAL TECHNOLOGIES INC,0001035181
FIRST REGIONAL BANCORP,0000356708
VULCAN INTERNATIONAL CORP,0000848446
SPECIALTY LABORATORIES INC,0001123333
TRAVIS BOATS & MOTORS INC,0001012734
BROADWING INC,0000716133
SOURCINGLINK NET INC,0000825517
HANGER ORTHOPEDIC GROUP INC,0000722723
EBIX COM INC,0000814549
MIDLAND CO,0000066025
RELIV INTERNATIONAL INC,0000768710
PETROCORP INC,0000911359
TRIQUINT SEMICONDUCTOR INC,0000913885
SEMITOOL INC,0000934550
SWANK INC,0000095779
QUEST SOFTWARE INC,0001088033
EQUINIX INC,0001101239
MUSICMAKER COM INC,0001079786
WESTERN WIRELESS CORP,0000930738
PHOENIX INVESTMENT PARTNERS LTD,0000883237
ABGENIX INC,0001052837
ECLIPSE SURGICAL TECHNOLOGIES IN,0000863680
BANCINSURANCE CORP,0000276400
HOVNANIAN ENTERPRISES INC,0000357294
FINOVA GROUP INC,0000883701
CAMCO FINANCIAL CORP,0000016614
ARRAY BIOPHARMA INC,0001100412
BIO REFERENCE LABORATORIES INC,0000792641
SYNERGY BRANDS INC,0000870228
JONES APPAREL GROUP INC,0000874016
SOUTHWEST SECURITIES GROUP INC,0000878520
TALBOTS INC,0000912263
DRESS BARN INC,0000717724
INGRAM MICRO INC,0001018003
CODORUS VALLEY BANCORP INC,0000806279
FIBERSTARS INC,0000924168
THORATEC LABORATORIES CORP,0000350907
CENTRAL GARDEN & PET CO,0000887733
ANSYS INC,0001013462
HOME FEDERAL BANCORP,0001283858
TRICORD SYSTEMS INC,0000837166
CLAYTON WILLIAMS ENERGY INC,0000880115
SANGSTAT MEDICAL CORP,0000913610
FIRSTFED AMERICA BANCORP INC,0001023640
LANDRYS SEAFOOD RESTAURANTS INC,0000908652
STAAR SURGICAL CO,0000718937
SUPERIOR FINANCIAL CORP,0001060770
THERMA WAVE INC,0000828119
SOMERA COMMUNICATIONS INC,0001094243
MITY ENTERPRISES INC,0000921030
TRIARC COMPANIES INC,0000030697
